artist,track_name,track_id,popularity,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature,is_top10
Ed Sheeran,Perfect,0tgVpDi06FyKpA1z0VMD4v,86,0.599,0.44799999999999995,8,-6.312,1,0.0232,0.0,0.106,0.168,95.05,263400,3,1
Drake,Nice For What,3CA9pLiwRIGtUBiMjbZmRw,78,0.585,0.909,8,-6.474,1,0.0707,9.7e-05,0.11900000000000001,0.758,93.37200000000001,210747,4,1
Drake,God's Plan,6DCZcSspjsKoFjzjrWoCdn,83,0.754,0.449,7,-9.211,1,0.109,8.290000000000001e-05,0.552,0.35700000000000004,77.169,198973,4,1
Travis Scott,STARGAZING,7wBJfHzpfI3032CSD7CE2m,81,0.48700000000000004,0.789,8,-3.69,1,0.044000000000000004,4.05e-06,0.18899999999999997,0.0564,150.007,270715,4,1
Eminem,The Ringer,2jt2WxXMCD4zjACthkJQVE,70,0.9390000000000001,0.551,1,-9.126,1,0.29100000000000004,0.0,0.192,0.42,118.552,337941,4,1
Drake,I'm Upset,3qN5qMTKyEEmiTZD38BNTT,71,0.899,0.586,11,-7.8660000000000005,0,0.34299999999999997,0.0,0.0836,0.49200000000000005,150.002,214467,4,1
Camila Cabello,Never Be the Same,4eWQlBRaTjPPUlzacqEeoQ,72,0.637,0.713,0,-4.333,1,0.0747,0.000637,0.13699999999999998,0.243,129.923,226973,4,1
Childish Gambino,This Is America,0b9oOr2ZgvyQu88wzixux9,75,0.8540000000000001,0.46299999999999997,5,-6.159,1,0.13699999999999998,0.0,0.354,0.5489999999999999,120.024,225773,4,1
Nicki Minaj,Chun-Li,1e4rwBPVI32vZtTJu7mJ4J,71,0.6859999999999999,0.73,6,-5.077,0,0.374,4.7600000000000005e-05,0.106,0.474,128.94299999999998,191600,5,1
BlocBoy JB,Look Alive (feat. Drake),4qKcDkK6siZ7Jp1Jb4m0aL,76,0.922,0.581,10,-7.495,1,0.27,5.8599999999999995e-05,0.105,0.595,140.02200000000002,181263,4,1
Drake,Don’t Matter To Me (with Michael Jackson),6G8kHiVZ1jW7vHMPVRNZU0,73,0.8220000000000001,0.318,10,-12.390999999999998,1,0.0575,0.0128,0.11,0.138,102.99799999999999,245787,4,1
Lil Dicky,Freaky Friday (feat. Chris Brown),10Igtw8bSDyyFs7KIsKngZ,74,0.755,0.599,8,-5.042,1,0.22399999999999998,0.0,0.109,0.755,133.123,216632,4,1
The Weeknd,Call Out My Name,09mEdoA6zrmBPgTEN5qXmN,82,0.461,0.593,1,-4.954,1,0.0356,0.0,0.307,0.175,134.17,228373,3,1
Drake,Emotionless,5Psnhdkyanjpgc2P8A5TSM,66,0.414,0.677,1,-5.12,1,0.254,0.0,0.0793,0.0853,172.521,302173,4,1
J. Cole,KOD,7yotKA30dwTKNEGomV9ZsI,71,0.823,0.7829999999999999,0,-6.274,1,0.154,0.0,0.113,0.19899999999999998,141.882,191437,4,1
Kanye West,Yikes,1qsHYUd2c1wFGcn7e63QmG,66,0.6829999999999999,0.7759999999999999,1,-3.2510000000000003,0,0.341,0.0,0.22699999999999998,0.223,173.99599999999998,188773,4,1
Migos,Walk It Talk It,6n4U3TlzUGhdSFbUUhTvLP,76,0.907,0.633,2,-5.145,1,0.184,2.6e-06,0.106,0.395,145.914,276147,4,1
Post Malone,rockstar (feat. 21 Savage),0e7ipj03S05BNilyu5bRzt,85,0.585,0.52,5,-6.136,0,0.0712,7.01e-05,0.131,0.129,159.80100000000002,218147,4,1
Camila Cabello,Havana (feat. Young Thug),1rfofaqEpACxVEHIZBJe6W,82,0.765,0.523,2,-4.333,1,0.03,3.5600000000000005e-05,0.132,0.39399999999999996,104.988,217307,4,1
Dua Lipa,New Rules,2ekn2ttSfGqwhhate0LSR0,80,0.762,0.7,9,-6.021,0,0.0694,1.56e-05,0.153,0.608,116.073,209320,4,1
BTS,FAKE LOVE,3aW0ds4A4tSQDIp75FqWTo,74,0.557,0.7190000000000001,2,-4.515,0,0.0372,0.0,0.306,0.344,77.501,242334,4,1
Kendrick Lamar,Pray For Me (with Kendrick Lamar),77UjLW8j5UAGAGVGhR5oUK,76,0.735,0.677,2,-4.979,1,0.09300000000000001,2.17e-05,0.111,0.188,100.584,211440,4,1
Bruno Mars,Finesse - Remix; feat. Cardi B,3Vo4wInECJQuz9BIBMOu8i,75,0.7040000000000001,0.8590000000000001,5,-4.877,0,0.0996,0.0,0.0215,0.9259999999999999,105.115,217289,4,1
Kendrick Lamar,All The Stars (with SZA),3GCdLUSnKSMJhs4Tj6CV3s,79,0.698,0.633,8,-4.946000000000001,1,0.0597,0.000194,0.0926,0.552,96.92399999999999,232187,4,1
J. Cole,Kevin’s Heart,6tZ3b7ik1QDXFAZlXib0YZ,72,0.8290000000000001,0.527,6,-6.644,0,0.36700000000000005,0.0,0.631,0.475,116.079,200310,4,1
Migos,Stir Fry,2UVbBKQOdFAekPTRsnkzcf,72,0.8170000000000001,0.816,2,-5.402,1,0.26899999999999996,0.0,0.159,0.508,181.982,190288,4,1
Justin Timberlake,Say Something (feat. Chris Stapleton),1LhMopPAallLeaeNutqbgS,71,0.7070000000000001,0.632,10,-7.031000000000001,1,0.0789,1.09e-05,0.0841,0.37200000000000005,97.04,278893,4,1
Avicii,Wake Me Up,0nrRP2bk19rLc0orkWPQk2,80,0.532,0.7829999999999999,2,-5.697,1,0.0523,0.0012,0.161,0.643,124.08,247427,4,1
Imagine Dragons,Thunder,1zB4vmk8tFRmM9UULNzbLB,84,0.605,0.8220000000000001,0,-4.833,1,0.0438,0.134,0.147,0.28800000000000003,167.997,187147,4,1
Portugal. The Man,Feel It Still,6QgjcU0zLnzq5OrUoSZ3OK,79,0.8009999999999999,0.795,1,-5.115,0,0.0504,0.000113,0.0717,0.754,79.028,163253,4,1
Halsey,Bad At Love,7y9iMe8SOB6z3NoHE2OfXl,74,0.675,0.7509999999999999,0,-3.5389999999999997,1,0.0296,0.0,0.0893,0.612,118.384,181279,4,1
G-Eazy,No Limit,2DQ1ITjI0YoLFzuADN1ZBW,74,0.838,0.7709999999999999,1,-3.7910000000000004,1,0.244,0.0,0.0853,0.405,175.957,245387,4,1
Migos,MotorSport,4wFjTWCunQFKtukqrNijEt,74,0.904,0.518,2,-5.32,1,0.183,0.0,0.325,0.188,137.996,303077,4,1
Demi Lovato,Sorry Not Sorry,7gvd8xj4QgPqbQSsn5pV7d,79,0.705,0.64,11,-6.928,0,0.225,0.0,0.262,0.887,144.077,203760,4,1
Cardi B,Bodak Yellow,6KBYefIoo7KydImq1uUQlL,76,0.9259999999999999,0.703,11,-6.337000000000001,0,0.10300000000000001,0.0,0.231,0.485,125.022,223713,4,1
Ed Sheeran,Shape of You,7qiZfU4dY1lWllzX7mPBI3,85,0.825,0.652,1,-3.1830000000000003,0,0.0802,0.0,0.0931,0.9309999999999999,95.977,233713,4,1
Sam Smith,Too Good At Goodbyes,3VlbOrM6nYPprVvzBZllE5,75,0.6809999999999999,0.37200000000000005,5,-8.237,1,0.0432,0.0,0.16899999999999998,0.47600000000000003,91.87299999999999,201000,4,1
Lil Pump,Gucci Gang,43ZyHQITOjhciSUUNPVRHc,70,0.9359999999999999,0.523,5,-6.71,1,0.0597,0.0,0.11699999999999999,0.6990000000000001,119.889,124056,4,1
Logic,1-800-273-8255,5tz69p7tJuGPeMGwNTxYuV,79,0.62,0.574,5,-7.787999999999999,0,0.0479,0.0,0.19,0.35700000000000004,100.023,250173,4,1
Justin Timberlake,Filthy,1L3NV7VrCiuE8C5QlhdeQL,50,0.745,0.579,1,-5.771,1,0.138,0.0118,0.24600000000000002,0.645,97.00200000000001,293947,4,1
Drake,Diplomatic Immunity,4haJoBPbPj9QFKNpp9e8kx,54,0.654,0.8390000000000001,9,-5.0760000000000005,0,0.44299999999999995,0.0,0.308,0.5489999999999999,74.88600000000001,255867,4,1
Imagine Dragons,Believer,0pqnGHJpmpxLKifKRmU6WP,87,0.7759999999999999,0.78,10,-4.374,0,0.128,0.0,0.081,0.6659999999999999,124.949,204347,4,1
Maroon 5,What Lovers Do (feat. SZA),2j5hsQvApottzvTn4pFJWF,67,0.799,0.597,5,-5.131,0,0.0611,5.66e-06,0.1,0.419,110.001,199849,4,1
J Balvin,Mi Gente,4ipnJyDU3Lq15qBAYNqlqK,72,0.774,0.687,11,-4.8180000000000005,0,0.0584,1.17e-05,0.128,0.308,104.959,189440,4,1
Charlie Puth,Attention,5cF0dROlMOK5uNZtivgu50,81,0.775,0.613,3,-4.586,0,0.0542,2.33e-05,0.134,0.797,100.066,208787,4,1
French Montana,Unforgettable,3B54sVLJ402zGa6Xm4YGNe,80,0.726,0.769,6,-5.043,1,0.12300000000000001,0.0101,0.10400000000000001,0.733,97.985,233902,4,1
Taylor Swift,...Ready For It?,2yLa0QULdQr0qAIvVwN6B5,71,0.613,0.764,2,-6.5089999999999995,1,0.136,0.0,0.19699999999999998,0.41700000000000004,160.015,208187,4,1
Luis Fonsi,Despacito,6habFhsOp2NvshLv26DqMb,78,0.655,0.797,2,-4.787,1,0.153,0.0,0.067,0.8390000000000001,177.928,229360,4,1
Bruno Mars,That's What I Like,0KKkJNfGyhkQ5aFogxQAPU,80,0.853,0.56,1,-4.961,1,0.0406,0.0,0.0944,0.86,134.066,206693,4,1
Taylor Swift,Look What You Made Me Do,1P17dC1amhFzptugyAO7Il,75,0.7659999999999999,0.7090000000000001,9,-6.471,0,0.12300000000000001,1.4099999999999999e-05,0.126,0.506,128.07,211853,4,1
Kendrick Lamar,HUMBLE.,7KXjTSCq5nL1LoYtL7XAwS,82,0.9079999999999999,0.621,1,-6.638,0,0.102,5.39e-05,0.0958,0.42100000000000004,150.011,177000,4,1
Shawn Mendes,There's Nothing Holdin' Me Back,7JJmb5XwzOO8jgpou264Ml,81,0.866,0.813,11,-4.063,0,0.0554,0.0,0.0779,0.9690000000000001,121.99799999999999,199440,4,1
Post Malone,Congratulations,1bLjm7Gqjbuv57OxZdhLrP,53,0.629,0.807,6,-4.255,1,0.0371,0.0,0.252,0.493,122.99700000000001,220293,4,1
Yo Gotti,Rake It Up (feat. Nicki Minaj),4knL4iPxPOZjQzTUlELGSY,69,0.91,0.444,1,-8.126,0,0.344,0.0,0.13699999999999998,0.53,149.953,276333,4,1
Liam Payne,Strip That Down,4Ro98RCK90oHqqSZUnTFq5,70,0.8740000000000001,0.49700000000000005,6,-5.484,1,0.0562,0.0,0.0761,0.542,106.023,204502,4,1
Lil Uzi Vert,XO Tour Llif3,7GX5flRQZVHRAGd6B4TmDO,83,0.732,0.75,11,-6.3660000000000005,0,0.231,0.0,0.109,0.401,155.096,182707,4,1
The Chainsmokers,Something Just Like This,6RUKPb4LETWmmr3iAEQktW,83,0.617,0.635,11,-6.769,0,0.0317,1.4400000000000001e-05,0.16399999999999998,0.446,103.01899999999999,247160,4,1
DJ Khaled,Wild Thoughts (feat. Rihanna & Bryson Tiller),45XhKYRRkyeqoW3teSOkCM,67,0.613,0.6809999999999999,8,-3.089,1,0.0778,0.0,0.126,0.619,97.62100000000001,204664,4,1
Sam Hunt,Body Like A Back Road,7mldq42yDuxiUNn08nvzHO,75,0.732,0.45799999999999996,5,-7.225,1,0.0311,0.0,0.136,0.6609999999999999,98.93799999999999,165387,4,1
DJ Khaled,"I'm the One (feat. Justin Bieber, Quavo, Chance the Rapper & Lil Wayne)",1jYiIOC5d6soxkJP81fxq2,67,0.599,0.667,7,-4.2669999999999995,1,0.0367,0.0,0.134,0.8170000000000001,80.984,288877,4,1
Zedd,Stay,6uBhi9gBXWjanegOb2Phh0,77,0.69,0.622,5,-5.025,0,0.0622,0.0,0.11599999999999999,0.544,102.04,210091,4,1
Future,Mask Off,0VgkVdmE4gld66l8iyGjgx,79,0.833,0.434,2,-8.795,1,0.431,0.0219,0.165,0.281,150.062,204600,4,1
Kygo,It Ain't Me (with Selena Gomez) - Tiësto's AFTR:HRS Remix,2jRGYG8U5bJzWOH6FLuzvO,47,0.713,0.6579999999999999,0,-5.362,1,0.0748,0.000138,0.0607,0.539,115.024,192000,4,1
Kendrick Lamar,DNA.,1C1OBpwB6tRViTiWE2ZgNR,48,0.64,0.49700000000000005,10,-7.111000000000001,0,0.355,0.0,0.0858,0.424,139.924,185947,4,1
Ed Sheeran,Castle on the Hill,6PCUP3dWmTjcTtXY02oFdT,77,0.461,0.8340000000000001,2,-4.868,1,0.0989,1.1400000000000001e-05,0.14,0.47100000000000003,135.007,261154,4,1
Miley Cyrus,Malibu,1UZOjK1BwmwWU14Erba9CZ,76,0.573,0.7809999999999999,8,-6.406000000000001,1,0.0555,2.64e-05,0.0813,0.34299999999999997,139.934,231907,4,1
Drake,Passionfruit,5mCPDVBb16L4XQwDdbRUpz,79,0.809,0.46299999999999997,11,-11.377,1,0.0396,0.085,0.109,0.364,111.98,298941,4,1
Linkin Park,In the End,60a0Rd6pjrkxjPbaKzXjfq,83,0.556,0.8640000000000001,3,-5.87,0,0.0584,0.0,0.209,0.4,105.14299999999999,216880,4,1
The Chainsmokers,Closer,7BKLCZ1jbUBVqRi2FVlTVw,84,0.748,0.524,8,-5.599,1,0.0338,0.0,0.111,0.6609999999999999,95.01,244960,4,1
Migos,Bad and Boujee (feat. Lil Uzi Vert),4Km5HrUvYTaSUfiSGPJeQR,75,0.927,0.665,11,-5.313,1,0.244,0.0,0.12300000000000001,0.175,127.07600000000001,343150,4,1
KYLE,iSpy (feat. Lil Yachty),2EEeOnHehOozLq4aS0n6SL,74,0.746,0.653,7,-6.745,1,0.289,0.0,0.22899999999999998,0.672,75.016,253107,4,1
Bruno Mars,24K Magic,6b8Be6ljOzmkOmFslEb23P,77,0.818,0.8029999999999999,1,-4.282,1,0.0797,0.0,0.153,0.632,106.97,225983,4,1
Kodak Black,Tunnel Vision,4Q3N4Ct4zCuIHuZ65E3BD4,73,0.49700000000000005,0.489,11,-7.724,0,0.294,9.91e-05,0.122,0.231,171.85299999999998,268187,4,1
Harry Styles,Sign of the Times,5Ohxk2dO5COHF1krpoPigN,82,0.516,0.595,5,-4.63,1,0.0313,0.0,0.109,0.222,119.97200000000001,340707,4,1
Drake,Portland,2bjwRfXMk4uRgOD9IBYl9h,72,0.925,0.44299999999999995,1,-8.216000000000001,1,0.264,0.0,0.276,0.35,136.078,236615,4,1
Alessia Cara,Scars To Your Beautiful,0prNGof3XqfTvNDxHonvdK,73,0.573,0.7390000000000001,0,-5.74,1,0.129,0.0,0.111,0.451,97.085,230227,4,1
Clean Bandit,Rockabye (feat. Sean Paul & Anne-Marie),5knuzwU65gJK7IF5yJsuaW,76,0.72,0.763,9,-4.0680000000000005,0,0.0523,0.0,0.18,0.742,101.965,251088,4,1
The Chainsmokers,Paris,15vzANxN8G9wWfwAJLLMCg,72,0.6459999999999999,0.644,2,-6.763,1,0.031,0.0,0.0888,0.251,99.999,221520,4,1
Katy Perry,Chained To The Rhythm,7qvxFz3JodM0A7xEM7k3YD,71,0.562,0.8,0,-5.404,1,0.11199999999999999,0.0,0.19899999999999998,0.47100000000000003,95.029,237733,4,1
Rihanna,Love On The Brain,5oO3drDxtziYU2H1X23ZIp,80,0.509,0.637,4,-4.83,0,0.0471,1.0800000000000002e-05,0.0789,0.37799999999999995,172.00599999999997,224000,3,1
The Weeknd,I Feel It Coming,3dhjNA0jGA8vHBQ1VdD6vV,79,0.773,0.8190000000000001,0,-5.946000000000001,0,0.11800000000000001,0.0,0.0679,0.585,92.98700000000001,269187,4,1
ZAYN,I Don’t Wanna Live Forever (Fifty Shades Darker),6yIdwnpDHufLWgQcveTPMk,14,0.735,0.451,0,-8.374,1,0.0585,1.3000000000000001e-05,0.325,0.0862,117.973,245200,4,1
Big Sean,Bounce Back,0SGkqnVQo9KPytSri1H6cF,73,0.78,0.575,1,-5.627999999999999,0,0.139,0.0,0.129,0.273,81.502,222360,4,1
Trolls,"CAN'T STOP THE FEELING! (Original Song from DreamWorks Animation's ""TROLLS"")",1WkMMavIMc4JZ8cfMmxHkI,73,0.669,0.8320000000000001,0,-5.72,1,0.0682,0.0,0.0968,0.7,113.035,237547,4,1
J. Cole,Deja Vu,6I6NX6tjGsxFAsIfGzY9lJ,69,0.657,0.42100000000000004,9,-11.378,1,0.41200000000000003,0.000218,0.187,0.18100000000000002,174.063,264747,4,1
Drake,Fake Love,1UC8echwAV6uWpupCUsbT3,46,0.927,0.49,9,-9.372,0,0.389,0.0,0.17600000000000002,0.614,133.99,210937,4,1
The Weeknd,Starboy,7MXVkk9YMctZqd1Srtv4MB,83,0.679,0.5870000000000001,7,-7.015,1,0.276,6.35e-06,0.13699999999999998,0.486,186.003,230453,4,1
Maroon 5,Don't Wanna Know (feat. Kendrick Lamar),1nueTG77MzNkJTKQ0ZdGzT,63,0.7829999999999999,0.61,7,-6.124,1,0.0696,0.0,0.0983,0.418,100.04700000000001,214265,4,1
Lady Gaga,Million Reasons,1mqhFRvEmcDQU2VbsG2cez,0,0.6659999999999999,0.423,0,-8.012,1,0.043,0.0,0.106,0.154,129.89,205280,4,1
Machine Gun Kelly,Bad Things (with Camila Cabello),1PSBzsahR2AKwLJgx8ehBj,73,0.6970000000000001,0.691,2,-4.757,1,0.146,0.0,0.185,0.305,137.85299999999998,239293,4,1
DJ Snake,Let Me Love You,0lYBSQXN6rCTvUZvg9S0lU,80,0.649,0.716,8,-5.371,1,0.0349,2.6300000000000002e-05,0.135,0.163,99.988,205947,4,1
Rae Sremmurd,Black Beatles,6fujklziTHa8uoM5OQSfIo,75,0.794,0.632,0,-6.162999999999999,1,0.0649,0.0,0.128,0.355,145.92600000000002,291893,4,1
Twenty One Pilots,Heathens,6i0V12jOa3mr6uu4WYhUBr,81,0.732,0.396,4,-9.347999999999999,0,0.0286,3.5799999999999996e-05,0.105,0.5479999999999999,90.024,195920,4,1
Ariana Grande,Side To Side,1pKeFVVUOPjFsOABub0OaV,76,0.65,0.736,6,-5.84,0,0.22899999999999998,0.0,0.235,0.613,159.173,226160,4,1
Shawn Mendes,Treat You Better,3QGsuHI8jO1Rx4JWLUh9jd,81,0.444,0.8190000000000001,10,-4.078,0,0.341,0.0,0.107,0.747,82.695,187973,4,1
Shelley FKA DRAM,Broccoli,0qy5D3OJre7SPJNMOL9I71,66,0.8859999999999999,0.525,8,-7.39,1,0.132,0.0,0.057,0.708,145.99,225205,4,1
Zay Hilfigerrr,Juju on That Beat (TZ Anthem),1lItf5ZXJc1by9SbPeljFd,61,0.807,0.887,1,-3.892,1,0.275,0.0,0.391,0.78,160.517,144244,4,1
Sia,Cheap Thrills,3S4px9f4lceWdKf0gWciFu,71,0.628,0.698,6,-5.608,0,0.105,0.00143,0.0907,0.732,89.976,211667,4,1
The Chainsmokers,Don't Let Me Down (feat. Daya),1i1fxkWeaMmKEB4T7zqbzK,79,0.532,0.8690000000000001,11,-5.093999999999999,1,0.172,0.0050799999999999994,0.136,0.42200000000000004,159.803,208373,4,1
Lady Gaga,Bad Romance,0SiywuOBRcynK0uKGWdCnn,80,0.696,0.9209999999999999,0,-3.755,1,0.0363,5.24e-05,0.0842,0.7140000000000001,119.001,294573,4,1
Major Lazer,Cold Water,7zsXy7vlHdItvUSH8EwQss,68,0.608,0.7979999999999999,6,-5.092,0,0.0432,0.0,0.156,0.501,92.943,185360,4,1
gnash,"i hate u, i love u (feat. olivia o'brien)",7vRriwrloYVaoAe3a9wJHe,80,0.49200000000000005,0.275,6,-13.4,0,0.3,0.0,0.10099999999999999,0.18,92.6,251034,4,1
George Michael,Careless Whisper,4jDmJ51x1o9NZB5Nxxc7gY,75,0.574,0.629,2,-8.815,0,0.0363,0.0,0.271,0.7859999999999999,153.119,300107,4,1
George Michael,Faith,59eAcAyhYSLi5GKFrgHJzG,46,0.915,0.498,11,-10.435,1,0.102,0.00011599999999999999,0.067,0.555,95.852,194493,4,1
Calvin Harris,This Is What You Came For (feat. Rihanna),0azC730Exh71aQlOt9Zj3y,79,0.63,0.9279999999999999,9,-2.787,0,0.0331,0.124,0.14800000000000002,0.465,123.963,222160,4,1
Twenty One Pilots,Ride,2Z8WuEywRWYTKe1NybPQEW,81,0.645,0.713,6,-5.355,1,0.0393,0.0,0.113,0.5660000000000001,74.98899999999999,214507,4,1
Rihanna,Needed Me,4pAl7FkDMNBsjykPXo91B3,79,0.6709999999999999,0.314,5,-8.091000000000001,0,0.244,0.0,0.0825,0.29600000000000004,110.898,191600,4,1
Drake,One Dance,1zi7xx7UVEFkmKfv06H8x0,81,0.792,0.625,1,-5.609,1,0.0536,0.0018,0.32899999999999996,0.37,103.96700000000001,173987,4,1
Desiigner,Panda,275a9yzwGB6ncAW4SxY7q3,68,0.685,0.731,10,-5.502999999999999,0,0.414,0.0,0.369,0.266,145.245,247867,4,1
Adele,Send My Love (To Your New Lover),4BHzQ9C00ceJxfG16AlNWb,71,0.69,0.524,6,-8.39,0,0.10300000000000001,3.16e-06,0.17,0.562,164.023,223080,4,1
Charlie Puth,We Don't Talk Anymore (feat. Selena Gomez),37FXw5QGFN7uwwsLy8uAc0,69,0.728,0.563,1,-8.052999999999999,0,0.134,0.0,0.179,0.35200000000000004,100.01700000000001,217707,4,1
Fifth Harmony,Work from Home (feat. Ty Dolla $ign),4tCtwWceOPWzenK2HAIJSb,77,0.8029999999999999,0.585,8,-5.861000000000001,1,0.0432,3.94e-06,0.0644,0.593,105.01700000000001,214480,4,1
P!nk,"Just Like Fire (From the Original Motion Picture ""Alice Through The Looking Glass"")",7K5dzhGda2vRTaAWYI3hrb,69,0.632,0.701,7,-5.921,1,0.146,0.0,0.10800000000000001,0.49700000000000005,162.958,215414,4,1
Rihanna,Work,72TFWvU3wUYdUuxejTTIzt,76,0.725,0.534,11,-6.2379999999999995,1,0.0946,0.0,0.0919,0.5579999999999999,91.97399999999999,219320,4,1
Mike Posner,I Took A Pill In Ibiza,3CCyVdprlcXui4ZwMw1hNS,52,0.637,0.318,10,-10.07,1,0.0716,1.58e-06,0.125,0.38299999999999995,74.11,280800,4,1
Lukas Graham,7 Years,5kqIPrATaCc2LqxVWzQGbk,79,0.765,0.473,10,-5.829,1,0.0514,0.0,0.391,0.34,119.992,237300,4,1
Twenty One Pilots,Stressed Out,3CRDbSIZ4r5MsZ0YwxuEkn,83,0.7340000000000001,0.637,4,-5.6770000000000005,0,0.141,2.2899999999999998e-05,0.0602,0.648,169.977,202333,4,1
Kent Jones,Don't Mind,27PmvZoffODNFW2p7ehZTQ,66,0.46399999999999997,0.7709999999999999,8,-4.503,1,0.336,0.0,0.063,0.69,158.77700000000002,198237,4,1
DNCE,Cake By The Ocean,76hfruVvmfQbw0eYn1nmeC,79,0.774,0.753,4,-5.446000000000001,0,0.0517,0.0,0.0371,0.8959999999999999,119.00200000000001,219147,4,1
Various Artists,Love Yourself,16dGDS7dioc3JDb7Ehm2Uy,16,0.759,0.401,4,-8.999,1,0.259,0.0,0.299,0.5760000000000001,100.126,232627,4,1
Justin Bieber,Sorry,09CtPGIpYB4BrO8qb1RGsF,81,0.654,0.76,0,-3.6689999999999996,0,0.045,0.0,0.299,0.41,99.945,200787,4,1
Flo Rida,My House,6Knv6wdA0luoMUuuoYi2i1,76,0.688,0.7020000000000001,7,-4.792,0,0.0499,0.0,0.128,0.74,94.006,192191,4,1
Ariana Grande,Dangerous Woman,7l94dyN2hX9c6wWcZQuOGJ,76,0.664,0.602,4,-5.369,0,0.0412,0.0,0.35600000000000004,0.289,134.049,235947,3,1
Meghan Trainor,NO,0l0CvurVUrr2w3Jj1hOVFc,69,0.557,0.8009999999999999,1,-3.602,0,0.218,1.66e-06,0.737,0.654,92.135,213507,4,1
ZAYN,PILLOWTALK,0PDUDa38GO8lMxLCRc4lL1,78,0.584,0.7,11,-4.275,1,0.0456,0.0,0.0939,0.43799999999999994,124.944,202747,4,1
G-Eazy,"Me, Myself & I",40YcuQysJ0KlGQTeGUosTC,76,0.757,0.672,0,-6.524,0,0.0955,0.0,0.158,0.382,111.99600000000001,251467,4,1
Beyoncé,Formation,6g0Orsxv6glTJCt4cHsRsQ,75,0.8959999999999999,0.621,5,-6.857,0,0.237,0.0,0.196,0.818,121.96600000000001,206080,4,1
Kelly Clarkson,Piece by Piece,2NELtMgQ8HSdrGrYQPLnC3,60,0.59,0.8079999999999999,1,-6.728,1,0.0408,1.53e-06,0.0918,0.601,106.029,257747,4,1
Shawn Mendes,Stitches,5jsw9uXEGuKyJzs0boZ1bT,72,0.752,0.754,1,-6.684,1,0.0615,0.0,0.0486,0.755,149.789,206880,4,1
The Chainsmokers,Roses (feat. ROZES),3vv9phIu6Y1vX3jcqaGz5Z,74,0.713,0.802,4,-7.055,1,0.0561,0.0037700000000000003,0.309,0.34299999999999997,100.001,226739,4,1
Drake,Summer Sixteen,17Q87zeXgsAi9iQQbMu9v0,56,0.594,0.46,1,-7.607,1,0.382,2.71e-05,0.147,0.0541,146.274,202451,4,1
Prince,Purple Rain,54X78diSLoUDI3joC2bjMz,74,0.36700000000000005,0.452,10,-10.422,1,0.0307,0.00228,0.6890000000000001,0.18899999999999997,113.066,520787,4,1
Prince,When Doves Cry,51H2y6YrNNXcy3dfc3qSbA,71,0.7290000000000001,0.9890000000000001,9,-4.613,0,0.049,4.45e-05,0.44299999999999995,0.84,126.47,352906,4,1
Prince,Little Red Corvette,4iozhXt27eMl39W5z7R8H6,55,0.748,0.746,1,-9.721,1,0.111,3.3100000000000005e-05,0.632,0.7090000000000001,123.14399999999999,296907,4,1
Prince,Kiss,62LJFaYihsdVrrkgUOJC05,72,0.898,0.271,7,-12.238,1,0.091,0.0013800000000000002,0.0461,0.742,111.485,226240,4,1
Prince,Let's Go Crazy,0QeI79sp1vS8L3JgpEO7mD,62,0.309,0.93,11,-6.399,1,0.125,0.0022,0.106,0.376,195.815,280000,4,1
Prince,Raspberry Beret,5jSz894ljfWE0IcHBSM39i,70,0.7609999999999999,0.67,2,-12.759,1,0.0438,0.000426,0.0685,0.91,120.75200000000001,215173,4,1
Hit Collective,I Would Die for You,0ywrzK2DhqKAGyc1Tn0IjS,4,0.578,0.441,2,-9.447000000000001,1,0.0304,0.0,0.17300000000000001,0.47700000000000004,135.34,172826,4,1
Selena Gomez,Hands To Myself,1LoriJC05IrHIDwj3q0KC1,65,0.8109999999999999,0.499,5,-7.1610000000000005,0,0.11800000000000001,2.44e-06,0.342,0.466,111.016,200680,4,1
Adele,Hello,4sPmO7WMQUAf45kwMOtONw,72,0.48100000000000004,0.451,5,-6.095,0,0.0347,0.0,0.0872,0.289,157.966,295493,4,1
The Weeknd,The Hills,7fBv7CLKzipRk6EC6TWHOB,83,0.585,0.564,0,-7.063,0,0.0515,0.0,0.135,0.13699999999999998,113.00299999999999,242253,4,1
Drake,Hotline Bling,0wwPcA6wtMf6HUMpIRdeP7,76,0.8909999999999999,0.628,2,-7.8629999999999995,1,0.0551,0.00018999999999999998,0.0504,0.552,134.966,267067,4,1
Fetty Wap,679 (feat. Remy Boyz),5NQbUaeTEOGdD6hHcre0dZ,76,0.618,0.7170000000000001,7,-5.7379999999999995,1,0.318,0.0,0.625,0.603,190.05,196693,4,1
Various Artists,What Do You Mean?,0bP85JHIYQgUbqwTASY8xr,10,0.8320000000000001,0.631,5,-6.19,0,0.0736,0.000892,0.0838,0.836,125.038,208543,4,1
Meghan Trainor,Like I'm Gonna Lose You (feat. John Legend),2YlZnw2ikdb837oKMKjBkW,78,0.63,0.53,0,-7.2589999999999995,1,0.0434,0.0,0.177,0.41700000000000004,108.038,225053,3,1
Alessia Cara,Here,1wYZZtamWTQAoj8B812uKQ,65,0.376,0.821,0,-3.9739999999999998,1,0.10400000000000001,0.0,0.0823,0.331,120.462,199453,4,1
